id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
24300863,Manhattan,Greenwich Village,40.73034,-74.00135,Entire home/apt,250,2,29,1,44
24302356,Brooklyn,Sunset Park,40.65247,-74.00994,Entire home/apt,120,2,1,1,0
24302828,Queens,Astoria,40.76137,-73.90582,Entire home/apt,450,4,0,2,89
24303775,Brooklyn,Fort Hamilton,40.62313,-74.03114,Private room,47,28,0,1,31
24304515,Manhattan,East Village,40.7209,-73.98142,Entire home/apt,115,2,12,1,0
24304881,Manhattan,Harlem,40.82036,-73.95415,Entire home/apt,100,2,24,1,8
24305035,Brooklyn,Williamsburg,40.71746,-73.9506,Entire home/apt,120,6,6,1,20
24305252,Bronx,Kingsbridge,40.87997,-73.90035,Private room,65,3,54,4,64
24305977,Bronx,Kingsbridge,40.88068,-73.90012,Private room,79,3,55,4,63
24306539,Manhattan,Lower East Side,40.71313,-73.98665,Private room,89,3,48,2,181
24307110,Manhattan,Chinatown,40.71426,-73.99175,Entire home/apt,300,7,6,1,19
24307675,Manhattan,East Village,40.73389,-73.99083,Entire home/apt,220,4,13,1,2
24308589,Manhattan,Upper West Side,40.78243,-73.97265,Entire home/apt,265,7,13,1,130
24308928,Queens,Richmond Hill,40.69792,-73.84081,Entire home/apt,300,1,24,1,162
24308988,Brooklyn,Bedford-Stuyvesant,40.68907,-73.953,Private room,150,5,1,2,0
24311790,Manhattan,Lower East Side,40.71932,-73.98995,Entire home/apt,150,3,8,1,0
24312275,Manhattan,Chelsea,40.74491,-74.0042,Entire home/apt,150,3,49,2,64
24312400,Queens,Sunnyside,40.73937,-73.91566,Private room,46,1,9,1,0
24312987,Brooklyn,Greenpoint,40.72558,-73.95706,Private room,68,1,55,7,38
24313236,Manhattan,Upper West Side,40.80321,-73.9682,Private room,55,30,6,4,210
24313356,Manhattan,Upper West Side,40.80222,-73.96763,Private room,65,30,1,4,216
24313434,Manhattan,Upper West Side,40.80365,-73.96639,Private room,70,30,3,4,317
24313500,Manhattan,Upper West Side,40.80324,-73.96816,Private room,65,30,1,4,211
24313537,Manhattan,East Village,40.72626,-73.98784,Entire home/apt,310,2,78,1,169
24313701,Bronx,Wakefield,40.89641,-73.85077,Entire home/apt,88,5,8,4,322
24314268,Manhattan,Washington Heights,40.84695,-73.93593,Private room,50,1,43,1,0
24323687,Brooklyn,East Flatbush,40.64934,-73.94508,Entire home/apt,250,5,0,2,8
24323953,Manhattan,East Harlem,40.79138,-73.9413,Private room,80,3,12,6,332
24324489,Manhattan,East Village,40.72328,-73.9843,Private room,80,3,2,1,0
24324891,Brooklyn,Bedford-Stuyvesant,40.68302,-73.92119,Entire home/apt,130,2,35,1,34
24326705,Brooklyn,Greenpoint,40.72243,-73.95179,Entire home/apt,130,8,2,2,0
24327546,Queens,Ditmars Steinway,40.77467,-73.9094,Entire home/apt,100,2,6,1,0
24327950,Manhattan,East Harlem,40.7977,-73.93493,Entire home/apt,250,3,13,1,74
24330532,Queens,Long Island City,40.75354,-73.95113,Entire home/apt,200,3,36,1,308
24332080,Brooklyn,Crown Heights,40.67004,-73.92207,Private room,54,6,6,2,225
24334075,Brooklyn,Williamsburg,40.7193,-73.95863,Private room,65,4,1,1,157
24334422,Manhattan,Hell's Kitchen,40.76169,-73.98839,Private room,120,3,16,3,89
24334634,Manhattan,Morningside Heights,40.80798,-73.96585,Entire home/apt,95,7,0,1,0
24335248,Queens,Fresh Meadows,40.72688,-73.79198,Private room,50,2,6,1,51
24336051,Manhattan,Upper West Side,40.77598,-73.98917,Entire home/apt,299,3,29,1,6
24337254,Queens,Richmond Hill,40.69004,-73.83368,Entire home/apt,138,1,28,1,347
24339196,Queens,Jackson Heights,40.74939,-73.88155,Private room,42,2,43,2,33
24345718,Manhattan,Hell's Kitchen,40.75781,-73.99751,Private room,175,1,6,1,365
24347151,Brooklyn,Bedford-Stuyvesant,40.6947,-73.94319,Private room,85,3,36,1,69
24348078,Queens,Astoria,40.76649,-73.92643,Private room,74,1,102,1,348
24348514,Brooklyn,Sheepshead Bay,40.60759,-73.96023,Private room,65,2,11,2,156
24349922,Brooklyn,Bushwick,40.70324,-73.91353,Private room,47,4,5,2,0
24351450,Brooklyn,Bushwick,40.70473,-73.92069,Private room,85,3,33,1,7
24351719,Manhattan,Lower East Side,40.72081,-73.98461,Entire home/apt,975,4,8,1,164
24352862,Brooklyn,Crown Heights,40.67102,-73.96172,Entire home/apt,130,4,8,1,353
24352967,Brooklyn,East Flatbush,40.65435,-73.93785,Private room,70,3,3,5,365
24355118,Manhattan,East Harlem,40.79645,-73.94803,Private room,70,15,0,1,0
24355153,Queens,Rockaway Beach,40.58898,-73.80576,Entire home/apt,179,2,34,1,205
24355169,Brooklyn,Crown Heights,40.66371,-73.95698,Private room,300,2,0,1,0
24356390,Brooklyn,Bushwick,40.69432,-73.90658,Entire home/apt,150,2,17,3,0
24356663,Brooklyn,Bushwick,40.6941,-73.90756,Entire home/apt,99,2,51,3,0
24356861,Manhattan,Washington Heights,40.8385,-73.94288,Entire home/apt,125,3,6,1,0
24357412,Manhattan,Upper East Side,40.77021,-73.95173,Entire home/apt,170,3,3,1,0
24357562,Manhattan,Lower East Side,40.71848,-73.98439,Private room,89,1,21,1,2
24358122,Brooklyn,Williamsburg,40.70695,-73.94524,Private room,50,7,1,1,0
24358619,Manhattan,Upper West Side,40.78489,-73.982,Entire home/apt,90,90,0,8,0
24359329,Brooklyn,Williamsburg,40.71196,-73.95424,Private room,80,3,1,1,20
24360039,Manhattan,Upper East Side,40.77634,-73.94713,Entire home/apt,168,14,17,2,95
24360112,Brooklyn,Bushwick,40.69987,-73.91404,Private room,100,1,0,1,341
24360537,Manhattan,Upper East Side,40.77759,-73.94688,Entire home/apt,118,3,1,2,0
24366289,Manhattan,Washington Heights,40.85329,-73.9291,Entire home/apt,150,2,29,4,127
24366897,Manhattan,Inwood,40.87001,-73.92418,Entire home/apt,120,30,3,2,27
24367113,Manhattan,Upper East Side,40.78026,-73.954,Entire home/apt,175,2,4,1,354
24367577,Brooklyn,Clinton Hill,40.6844,-73.96221,Entire home/apt,190,2,10,4,12
24369797,Manhattan,East Harlem,40.79208,-73.94642,Entire home/apt,195,1,73,1,146
24369857,Brooklyn,Bedford-Stuyvesant,40.69372,-73.9485,Entire home/apt,112,3,65,3,219
24370001,Manhattan,Harlem,40.80569,-73.94848,Entire home/apt,450,3,38,3,302
24370468,Manhattan,Upper East Side,40.77905,-73.94754,Private room,200,15,0,1,34
24370692,Brooklyn,Williamsburg,40.70343,-73.93412,Private room,45,5,5,1,0
24372235,Manhattan,Lower East Side,40.72192,-73.9928,Entire home/apt,150,30,3,9,310
24372429,Brooklyn,Bushwick,40.68652,-73.91212,Entire home/apt,99,2,71,1,140
24373602,Brooklyn,Greenpoint,40.73081,-73.95184,Entire home/apt,100,2,3,1,2
24373776,Manhattan,Washington Heights,40.84821,-73.94153,Private room,50,2,1,1,25
24374428,Manhattan,Roosevelt Island,40.75916,-73.95124,Entire home/apt,220,1,76,1,60
24374487,Brooklyn,Bedford-Stuyvesant,40.69138,-73.92617,Entire home/apt,123,3,6,1,0
24376295,Brooklyn,Bedford-Stuyvesant,40.68073,-73.92804,Entire home/apt,110,1,2,1,0
24376374,Manhattan,East Village,40.72433,-73.97688,Private room,120,1,18,2,28
24376945,Manhattan,Harlem,40.82934,-73.94269,Entire home/apt,110,2,29,1,200
24377683,Manhattan,Chelsea,40.737,-73.99407,Private room,85,2,4,1,0
24378358,Manhattan,Midtown,40.76419,-73.97455,Entire home/apt,299,3,22,1,278
24378513,Brooklyn,Prospect-Lefferts Gardens,40.65618,-73.95664,Private room,55,4,26,1,73
24378806,Brooklyn,Crown Heights,40.67085,-73.92316,Private room,47,1,9,1,0
24379279,Brooklyn,East New York,40.66972,-73.88393,Private room,55,1,1,1,87
24379887,Brooklyn,Williamsburg,40.70914,-73.961,Private room,130,3,59,2,282
24380012,Brooklyn,Midwood,40.61167,-73.95803,Private room,40,1,4,1,84
24380794,Brooklyn,Williamsburg,40.71434,-73.94275,Entire home/apt,150,2,48,2,53
24387380,Brooklyn,Williamsburg,40.71008,-73.96175,Private room,70,5,3,1,0
24387440,Manhattan,Midtown,40.75418,-73.9664,Entire home/apt,180,30,16,1,3
24387826,Manhattan,Chinatown,40.7139,-73.9912,Private room,90,2,60,1,1
24388099,Manhattan,Murray Hill,40.74922,-73.97744,Entire home/apt,120,30,1,1,47
24391756,Brooklyn,South Slope,40.66409,-73.9909,Entire home/apt,145,1,90,1,212
24392320,Queens,Sunnyside,40.74686,-73.91283,Entire home/apt,100,2,0,1,0
24392338,Manhattan,East Village,40.72361,-73.9847,Entire home/apt,150,1,108,4,201
24392461,Manhattan,Chinatown,40.7138,-73.99371,Private room,125,3,4,3,90
24392740,Manhattan,Harlem,40.82244,-73.95262,Private room,60,1,28,1,21
24392856,Brooklyn,Crown Heights,40.67673,-73.9447,Entire home/apt,150,2,3,1,0
24393653,Manhattan,Chelsea,40.74549,-73.99114,Private room,190,4,37,1,28
24393933,Manhattan,Upper West Side,40.77213,-73.98265,Entire home/apt,145,12,1,1,289
24395202,Manhattan,Inwood,40.86408,-73.92257,Private room,50,30,3,2,0
24395331,Brooklyn,Crown Heights,40.67718,-73.95566,Private room,95,1,2,1,0
24397502,Brooklyn,Williamsburg,40.7102,-73.96222,Private room,91,2,68,2,337
24397657,Brooklyn,Bushwick,40.68865,-73.9081,Entire home/apt,145,4,40,1,38
24397824,Manhattan,Morningside Heights,40.80385,-73.96499,Private room,100,1,17,1,31
24398061,Brooklyn,Bushwick,40.70037,-73.91751,Private room,35,14,4,1,0
24398725,Manhattan,Midtown,40.74515,-73.9813,Private room,120,1,12,2,156
24402527,Brooklyn,East Flatbush,40.63718,-73.94061,Entire home/apt,69,2,36,1,229
24403784,Queens,Ridgewood,40.70778,-73.90323,Private room,50,2,4,2,293
24405674,Manhattan,Lower East Side,40.71499,-73.98986,Private room,290,1,99,1,70
24405962,Brooklyn,Sheepshead Bay,40.60791,-73.96012,Private room,50,2,4,2,358
24408535,Manhattan,East Village,40.72709,-73.99074,Entire home/apt,545,2,1,1,177
24408644,Brooklyn,Flatlands,40.62392,-73.93554,Entire home/apt,200,1,28,1,265
24409066,Brooklyn,Park Slope,40.6757,-73.97473,Entire home/apt,180,60,0,1,0
24412104,Manhattan,Kips Bay,40.74408,-73.97803,Private room,10,5,42,1,2
24412681,Staten Island,Port Richmond,40.63275,-74.13681,Private room,47,2,13,1,283
24412825,Manhattan,Upper East Side,40.76129,-73.9652,Entire home/apt,175,2,54,1,0
24413589,Queens,Long Island City,40.75558,-73.93643,Private room,75,2,67,1,11
24414462,Brooklyn,East New York,40.66244,-73.88904,Private room,45,3,15,13,365
24420139,Manhattan,Upper East Side,40.75972,-73.96021,Entire home/apt,275,30,1,7,364
24421357,Bronx,Morrisania,40.83139,-73.90166,Private room,23,2,18,1,36
24424607,Manhattan,Upper West Side,40.77829,-73.97794,Private room,95,6,11,1,219
24424840,Manhattan,Murray Hill,40.74519,-73.97676,Entire home/apt,199,2,65,1,92
24426350,Manhattan,Harlem,40.81448,-73.93714,Entire home/apt,130,6,2,1,0
24426631,Brooklyn,Williamsburg,40.71975,-73.96136,Entire home/apt,161,2,10,1,0
24428060,Brooklyn,Sheepshead Bay,40.59143,-73.95548,Private room,65,2,52,2,340
24428782,Brooklyn,Greenpoint,40.73276,-73.95304,Private room,60,3,39,1,43
24428965,Manhattan,Harlem,40.81716,-73.94279,Entire home/apt,165,3,33,1,192
24430382,Queens,Woodhaven,40.68614,-73.86682,Private room,69,3,31,9,348
24430667,Brooklyn,Prospect-Lefferts Gardens,40.65926,-73.96252,Private room,100,3,14,1,364
24430682,Brooklyn,Williamsburg,40.7118,-73.96344,Private room,89,2,23,1,103
24431205,Manhattan,Morningside Heights,40.80868,-73.95801,Private room,55,4,2,1,0
24431214,Brooklyn,Sheepshead Bay,40.58765,-73.94881,Shared room,37,30,0,3,84
24431407,Queens,Astoria,40.76031,-73.91702,Private room,80,7,0,1,0
24432069,Queens,Sunnyside,40.7467,-73.92076,Private room,80,1,34,5,262
24432539,Brooklyn,Cypress Hills,40.68599,-73.87734,Private room,37,28,6,3,356
24432685,Brooklyn,East Flatbush,40.655,-73.92764,Private room,40,30,3,3,288
24438437,Queens,Ridgewood,40.70197,-73.90377,Private room,60,1,7,2,85
24438564,Queens,Ridgewood,40.70142,-73.90515,Entire home/apt,90,1,22,2,5
24441860,Manhattan,East Village,40.73399,-73.99002,Entire home/apt,245,30,1,87,357
24441912,Manhattan,Harlem,40.81667,-73.94225,Entire home/apt,175,5,39,1,90
24444586,Brooklyn,Bushwick,40.70064,-73.91828,Private room,50,1,27,4,55
24445770,Brooklyn,Greenpoint,40.72198,-73.94911,Entire home/apt,210,30,2,4,354
24445876,Brooklyn,Bedford-Stuyvesant,40.69268,-73.93848,Entire home/apt,350,1,12,1,89
24448560,Manhattan,Harlem,40.82502,-73.95155,Private room,45,7,1,1,0
24449621,Manhattan,Midtown,40.75775,-73.97956,Entire home/apt,300,7,14,1,85
24451302,Brooklyn,Crown Heights,40.6752,-73.95231,Entire home/apt,155,3,6,2,0
24452770,Brooklyn,Boerum Hill,40.68944,-73.98904,Entire home/apt,125,3,3,1,0
24453838,Brooklyn,Williamsburg,40.71692,-73.94132,Entire home/apt,225,3,25,1,157
24454114,Queens,Flushing,40.75499,-73.78902,Private room,90,1,68,1,299
24454304,Queens,Astoria,40.76343,-73.92248,Shared room,110,4,3,1,0
24455779,Brooklyn,Bushwick,40.68994,-73.90526,Private room,65,1,8,1,106
24460450,Brooklyn,Cypress Hills,40.67765,-73.89327,Entire home/apt,125,3,48,2,294
24464665,Brooklyn,Bedford-Stuyvesant,40.68869,-73.93449,Private room,35,20,1,1,0
24465831,Manhattan,Upper East Side,40.78028,-73.94769,Entire home/apt,150,3,26,2,340
24470373,Manhattan,Upper East Side,40.77515,-73.95299,Entire home/apt,299,4,1,2,0
24471239,Brooklyn,Crown Heights,40.67716,-73.93885,Private room,50,7,0,1,0
24472398,Brooklyn,Gowanus,40.66623,-73.99267,Private room,60,2,49,3,74
24472562,Brooklyn,Flatbush,40.65291,-73.95285,Private room,59,2,36,1,17
24473230,Brooklyn,Kensington,40.64655,-73.97252,Entire home/apt,250,2,31,1,58
24473606,Manhattan,NoHo,40.72547,-73.99284,Entire home/apt,185,10,1,1,57
24474325,Queens,Woodside,40.74579,-73.8997,Private room,60,2,6,1,0
24475318,Manhattan,Financial District,40.70587,-74.0118,Private room,139,3,15,1,338
24475331,Manhattan,Chinatown,40.71585,-73.99492,Private room,80,1,14,4,234
24476209,Staten Island,Arrochar,40.59761,-74.08347,Private room,33,4,6,8,285
24477757,Manhattan,East Village,40.722,-73.98396,Private room,89,5,11,2,76
24479063,Queens,Woodhaven,40.68783,-73.86679,Private room,69,3,28,9,359
24489174,Manhattan,East Harlem,40.79578,-73.94523,Private room,68,2,31,1,265
24491178,Manhattan,SoHo,40.72503,-74.0013,Entire home/apt,185,3,26,1,42
24491450,Brooklyn,Greenpoint,40.72152,-73.94945,Entire home/apt,100,4,12,1,0
24491624,Manhattan,Hell's Kitchen,40.7578,-73.99211,Private room,116,1,95,6,280
24492814,Brooklyn,Williamsburg,40.71514,-73.9641,Entire home/apt,140,2,54,1,180
24493058,Manhattan,Harlem,40.8082,-73.94252,Entire home/apt,225,7,1,2,253
24493475,Brooklyn,Bensonhurst,40.61266,-73.98677,Entire home/apt,99,30,5,1,320
24493582,Manhattan,Upper West Side,40.78382,-73.98235,Entire home/apt,135,30,0,8,290
24493940,Manhattan,Upper West Side,40.79591,-73.96204,Private room,90,2,9,3,181
24494062,Brooklyn,Clinton Hill,40.69325,-73.96863,Entire home/apt,160,3,3,1,8
24494717,Manhattan,Upper West Side,40.79,-73.96851,Entire home/apt,148,2,5,1,2
24495291,Brooklyn,Bedford-Stuyvesant,40.68785,-73.93948,Private room,60,30,27,1,0
24495605,Brooklyn,Bushwick,40.69932,-73.91191,Entire home/apt,200,3,7,1,6
24497080,Manhattan,Midtown,40.75393,-73.96612,Entire home/apt,125,30,5,91,304
24497152,Manhattan,Midtown,40.75569,-73.96679,Entire home/apt,150,30,1,91,332
24497202,Manhattan,Kips Bay,40.74471,-73.98027,Entire home/apt,125,30,4,91,346
24497265,Manhattan,Murray Hill,40.74651,-73.97868,Entire home/apt,125,30,3,91,342
24497815,Manhattan,Upper East Side,40.77458,-73.94769,Entire home/apt,185,30,0,13,161
24498097,Brooklyn,Sheepshead Bay,40.5917,-73.95536,Private room,65,2,38,2,306
24498872,Manhattan,Upper West Side,40.78612,-73.97011,Entire home/apt,85,30,6,1,15
24508874,Queens,Woodhaven,40.68654,-73.86672,Private room,89,3,29,9,355
24509757,Manhattan,Washington Heights,40.85081,-73.9368,Entire home/apt,150,30,0,2,339
24510046,Manhattan,Hell's Kitchen,40.76206,-73.99775,Entire home/apt,300,3,2,1,0
24512493,Bronx,Westchester Square,40.84367,-73.84911,Private room,65,2,11,2,158
24514134,Manhattan,Morningside Heights,40.8058,-73.9647,Entire home/apt,110,10,0,1,0
24514490,Brooklyn,Windsor Terrace,40.65871,-73.9789,Entire home/apt,125,3,15,1,65
24515198,Queens,Sunnyside,40.7461,-73.91983,Private room,75,3,79,1,84
24515524,Brooklyn,Bedford-Stuyvesant,40.68771,-73.92281,Entire home/apt,145,2,73,1,219
24518005,Brooklyn,Crown Heights,40.67535,-73.94992,Private room,65,2,1,1,0
24520558,Manhattan,Financial District,40.70533,-74.00923,Entire home/apt,142,29,1,96,353
24520702,Brooklyn,Greenpoint,40.73556,-73.95726,Entire home/apt,200,2,5,2,7
24521322,Manhattan,Financial District,40.70551,-74.00839,Entire home/apt,225,29,0,96,1
24521630,Manhattan,Hell's Kitchen,40.76152,-73.98758,Entire home/apt,235,2,49,1,283
24521752,Manhattan,Upper East Side,40.78119,-73.95121,Entire home/apt,200,4,0,1,83
24522061,Manhattan,Roosevelt Island,40.76811,-73.94483,Private room,50,7,3,1,0
24523422,Brooklyn,East Flatbush,40.63532,-73.94924,Private room,36,2,1,5,0
24524252,Brooklyn,Midwood,40.61673,-73.96491,Entire home/apt,75,2,23,2,49
24525249,Manhattan,Lower East Side,40.7213,-73.98862,Private room,60,15,8,3,260
24525290,Manhattan,Harlem,40.82156,-73.94966,Entire home/apt,247,2,82,2,266
24525356,Brooklyn,Greenpoint,40.72339,-73.94322,Entire home/apt,295,1,52,1,161
24525886,Brooklyn,Bedford-Stuyvesant,40.69616,-73.93438,Private room,80,3,22,7,96
24526035,Queens,Woodhaven,40.68765,-73.865,Private room,99,3,24,9,343
24527051,Brooklyn,Sheepshead Bay,40.60399,-73.94523,Private room,36,7,3,2,29
24528199,Manhattan,Chelsea,40.74732,-73.9999,Entire home/apt,400,2,0,3,0
24531719,Manhattan,Chinatown,40.7177,-73.99246,Private room,73,3,1,1,37
24532484,Manhattan,Upper East Side,40.77359,-73.95143,Entire home/apt,117,3,7,1,0
24535218,Manhattan,Tribeca,40.71433,-74.01073,Entire home/apt,323,30,0,232,316
24535740,Brooklyn,Williamsburg,40.71824,-73.95175,Entire home/apt,1000,1,9,1,88
24535821,Manhattan,Upper West Side,40.7826,-73.98228,Entire home/apt,100,31,0,8,50
24535857,Manhattan,Chelsea,40.74081,-73.99616,Entire home/apt,265,29,0,96,331
24537187,Manhattan,Financial District,40.70561,-74.0086,Entire home/apt,145,29,4,96,341
24537721,Manhattan,Chelsea,40.7409,-73.99596,Entire home/apt,255,29,0,96,296
24537860,Manhattan,Financial District,40.70563,-74.0078,Entire home/apt,209,29,3,96,328
24538110,Manhattan,Greenwich Village,40.72851,-74.0,Entire home/apt,300,2,3,2,0
24538208,Manhattan,East Village,40.72926,-73.98456,Entire home/apt,101,1,25,1,363
24538218,Brooklyn,Bedford-Stuyvesant,40.68209,-73.95731,Private room,60,7,11,3,0
24538627,Manhattan,Financial District,40.70503,-74.00698,Entire home/apt,185,29,0,96,31
24539281,Manhattan,Hell's Kitchen,40.75792,-73.99172,Shared room,65,1,108,6,325
24539732,Manhattan,Financial District,40.70544,-74.00641,Entire home/apt,222,29,0,96,333
24540842,Manhattan,Midtown,40.76487,-73.97857,Entire home/apt,250,1,9,3,89
24540935,Brooklyn,Bedford-Stuyvesant,40.68297,-73.95251,Private room,80,1,0,1,5
24541125,Manhattan,East Harlem,40.78572,-73.95018,Entire home/apt,140,5,11,1,8
24541153,Brooklyn,Brighton Beach,40.57644,-73.95551,Entire home/apt,110,2,8,2,248
24541262,Manhattan,Murray Hill,40.74591,-73.97843,Entire home/apt,200,4,7,1,166
24541899,Manhattan,Harlem,40.80565,-73.95197,Private room,100,2,73,2,68
24541992,Manhattan,Financial District,40.70558,-74.00845,Entire home/apt,175,29,1,96,290
24542531,Manhattan,Chelsea,40.7423,-73.99603,Entire home/apt,255,29,0,96,345
24543645,Brooklyn,Greenpoint,40.72549,-73.95574,Private room,112,1,68,7,27
24545438,Brooklyn,Crown Heights,40.66725,-73.95017,Private room,70,3,45,1,135
24550536,Brooklyn,Fort Greene,40.6971,-73.97316,Private room,102,2,1,1,0
24553427,Brooklyn,Prospect Heights,40.67955,-73.97382,Private room,50,15,0,1,0
24553891,Manhattan,Harlem,40.80667,-73.95182,Entire home/apt,75,5,8,2,9
24554027,Brooklyn,Crown Heights,40.67652,-73.96198,Private room,974,7,0,2,0
24555212,Manhattan,Lower East Side,40.71113,-73.9884,Shared room,33,100,0,28,320
24555741,Manhattan,Upper West Side,40.79856,-73.97174,Private room,55,5,2,1,0
24556525,Brooklyn,Bushwick,40.69943,-73.92192,Private room,50,2,16,1,0
24556756,Brooklyn,Kensington,40.64196,-73.97467,Private room,62,1,95,2,261
24558117,Brooklyn,Crown Heights,40.67868,-73.95541,Entire home/apt,119,2,2,1,0
24558491,Brooklyn,Red Hook,40.67817,-74.00991,Private room,52,2,41,1,3
24559347,Manhattan,Washington Heights,40.84365,-73.93982,Private room,45,3,1,1,5
24560314,Manhattan,Hell's Kitchen,40.76265,-73.98954,Entire home/apt,160,2,5,1,70
24560351,Brooklyn,Clinton Hill,40.68059,-73.95848,Entire home/apt,162,3,10,1,4
24560488,Manhattan,SoHo,40.72789,-74.00275,Entire home/apt,205,4,15,1,5
24561063,Brooklyn,Bushwick,40.69403,-73.92673,Entire home/apt,86,4,4,1,0
24561311,Manhattan,Harlem,40.80322,-73.94488,Shared room,65,30,0,1,342
24561322,Manhattan,Lower East Side,40.71571,-73.98699,Entire home/apt,85,35,0,1,0
24561950,Brooklyn,Flatbush,40.63033,-73.95724,Entire home/apt,61,3,2,2,138
24562197,Manhattan,Upper East Side,40.77163,-73.94897,Private room,75,14,6,2,14
24562495,Queens,Fresh Meadows,40.74622,-73.78297,Private room,79,1,35,3,32
24564608,Manhattan,Lower East Side,40.70988,-73.98666,Private room,93,15,0,28,185
24565942,Manhattan,Lower East Side,40.71158,-73.98888,Shared room,32,14,5,28,341
24569072,Manhattan,Harlem,40.82291,-73.94256,Entire home/apt,119,7,6,1,201
24572398,Brooklyn,Williamsburg,40.71181,-73.96677,Entire home/apt,150,4,6,2,8
24573069,Manhattan,East Village,40.72957,-73.9882,Entire home/apt,129,7,12,2,9
24573377,Staten Island,Arrochar,40.59757,-74.08434,Private room,35,4,11,8,338
24574987,Manhattan,East Harlem,40.80552,-73.94031,Private room,51,5,16,1,17
24575257,Manhattan,Theater District,40.75885,-73.98147,Private room,120,3,25,1,0
24575718,Queens,East Elmhurst,40.75906,-73.87771,Private room,78,1,4,2,363
24576230,Manhattan,Harlem,40.816,-73.94127,Entire home/apt,100,3,3,1,0
24577999,Brooklyn,Greenpoint,40.72874,-73.95621,Entire home/apt,114,4,2,1,0
24580129,Brooklyn,Bedford-Stuyvesant,40.6977,-73.94781,Private room,35,2,10,1,0
24580422,Manhattan,Murray Hill,40.74681,-73.97629,Entire home/apt,150,2,17,1,0
24580806,Manhattan,Washington Heights,40.85054,-73.93956,Private room,75,3,13,3,137
24580838,Brooklyn,Williamsburg,40.70743,-73.94206,Entire home/apt,128,4,6,1,0
24580943,Manhattan,Washington Heights,40.85264,-73.93976,Private room,160,3,6,3,123
24582124,Brooklyn,Sunset Park,40.64499,-74.02437,Private room,100,30,0,1,365
24583029,Manhattan,Upper East Side,40.77883,-73.95528,Entire home/apt,199,3,10,2,365
24583519,Brooklyn,Bedford-Stuyvesant,40.68823,-73.95863,Private room,100,2,34,1,59
24583645,Manhattan,Midtown,40.7496,-73.98244,Entire home/apt,170,6,35,1,0
24588491,Brooklyn,Bedford-Stuyvesant,40.68401,-73.9244,Entire home/apt,99,3,44,1,135
24591995,Manhattan,Lower East Side,40.71098,-73.98696,Shared room,35,14,0,28,321
24592583,Manhattan,West Village,40.73608,-73.99997,Entire home/apt,175,3,18,1,0
24593351,Manhattan,Midtown,40.7452,-73.98427,Entire home/apt,400,1,16,1,47
24594184,Bronx,Mott Haven,40.81011,-73.92166,Entire home/apt,125,3,62,1,253
24594587,Manhattan,Harlem,40.82336,-73.95596,Private room,75,2,122,1,127
24594717,Manhattan,Kips Bay,40.74112,-73.98009,Entire home/apt,271,30,0,232,326
24596296,Brooklyn,Bedford-Stuyvesant,40.69199,-73.94426,Private room,46,3,6,1,0
24596989,Manhattan,Financial District,40.70617,-74.0112,Entire home/apt,240,15,4,1,220
24599215,Brooklyn,Bushwick,40.69571,-73.93144,Entire home/apt,240,3,50,1,243
24599452,Queens,St. Albans,40.70389,-73.75782,Private room,50,3,58,3,358
24600833,Manhattan,Greenwich Village,40.72839,-73.99983,Private room,115,3,2,2,0
24601752,Bronx,Edenwald,40.88634,-73.83431,Private room,75,3,19,3,166
24602796,Manhattan,Upper East Side,40.77942,-73.94772,Entire home/apt,160,1,16,1,0
24604281,Manhattan,Harlem,40.81639,-73.94223,Private room,80,2,49,3,178
24606241,Manhattan,Lower East Side,40.71432,-73.9887,Entire home/apt,150,4,32,2,216
24606641,Staten Island,Randall Manor,40.62947,-74.12991,Private room,79,2,4,5,355
24607120,Brooklyn,Greenpoint,40.7203,-73.94644,Entire home/apt,250,3,2,1,177
24607287,Queens,Ditmars Steinway,40.77496,-73.91172,Private room,60,15,12,1,21
24607535,Queens,Long Island City,40.74664,-73.95039,Private room,85,1,10,1,365
24607763,Brooklyn,Midwood,40.60909,-73.97155,Entire home/apt,200,2,26,2,275
24608095,Queens,Rego Park,40.72795,-73.86048,Private room,40,3,1,1,305
24608893,Brooklyn,Williamsburg,40.71747,-73.96045,Private room,89,4,4,1,128
24608922,Manhattan,Financial District,40.7069,-74.01388,Private room,95,2,6,1,0
24609263,Brooklyn,Fort Hamilton,40.61257,-74.03598,Entire home/apt,135,5,31,1,151
24609530,Manhattan,East Village,40.72189,-73.98219,Entire home/apt,260,1,44,1,299
24611661,Manhattan,Harlem,40.81639,-73.94414,Private room,80,2,40,3,177
24614703,Brooklyn,Bedford-Stuyvesant,40.69298,-73.94188,Entire home/apt,130,3,6,1,14
24618397,Manhattan,Theater District,40.76205,-73.982,Entire home/apt,165,30,0,4,0
24618542,Manhattan,Chinatown,40.71409,-73.99434,Entire home/apt,400,1,2,4,191
24620408,Queens,Ridgewood,40.70022,-73.90025,Entire home/apt,200,2,38,1,363
24621401,Manhattan,Upper West Side,40.78925,-73.96757,Entire home/apt,139,6,21,1,116
24622596,Manhattan,Lower East Side,40.71152,-73.99166,Private room,59,30,4,1,52
24624070,Brooklyn,Flatbush,40.63076,-73.95851,Private room,45,1,19,2,98
24624154,Staten Island,Great Kills,40.54878,-74.13908,Entire home/apt,75,30,3,2,129
24624171,Brooklyn,Bedford-Stuyvesant,40.68392,-73.91324,Entire home/apt,159,2,49,2,336
